"CaseNumber","OccurredOn","Offense","Offense_IBR_Code","Offense_IBR_CrimeAgainst","OffenseCompleted","LocationType","ReportingAgency","PostalCode","Division","Beat","ReportingArea","Municipality"
"25-0037295","2025 Jul 06 03:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"25-0031553","2025 Jun 10 08:43:31 PM","Stolen Vehicle","240","Property","false","Residence / Home","Prince George's County Police","20737","I","B4","0234","PG COUNTY"
"24-0073826","2024 Dec 10 04:00:16 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20782","I","A5","0175","PG COUNTY"
"26-0000323","2026 Feb 15 08:00:00 PM","Stolen Vehicle","240","Property","false","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0000287","2025 Feb 05 11:40:00 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","2B","02071","GREENBELT"
"25-0016014","2025 Mar 28 04:57:51 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A7","0107","PG COUNTY"
"25-0007234","2025 Feb 09 08:00:00 PM","Stolen Vehicle","240","Property","true","Amusement Park","Prince George's County Police","20737","I","B5","0226","PG COUNTY"
"25-0038327","2025 Jul 13 03:30:00 AM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20740","I","B6","0218","COLLEGE PARK"
"24-0067971","2024 Nov 05 09:00:52 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20781","I","B3","0239","PG COUNTY"
"26-0029858","2026 Jun 04 11:00:55 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B2","0243","PG COUNTY"
"25-0057162","2025 Oct 13 09:00:12 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A6","0118","PG COUNTY"
"26-0021603","2026 Apr 23 10:00:00 PM","Stolen Vehicle","240","Property","false","Highway / Road / Alley","Prince George's County Police","20784","I","B1","0246","PG COUNTY"
"25-0007050","2025 Feb 08 08:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"25-0059606","2025 Oct 24 03:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"25-0035170","2025 Jun 27 09:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20912","I","A3","0124","PG COUNTY"
"26-0028397","2026 May 29 03:24:00 AM","Stolen Vehicle","240","Property","false","Highway / Road / Alley","Prince George's County Police","20783","I","A6","0114","PG COUNTY"
"26-0037523","2026 Jul 14 06:00:40 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A3","0113","PG COUNTY"
"25-0052534","2025 Sep 19 03:00:44 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20706","I","B5","0238","PG COUNTY"
"26-0023372","2026 May 02 09:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20781","I","B2","0243","PG COUNTY"
"25-0037699","2025 Jul 09 05:30:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20782","I","A2","0131","PG COUNTY"
"26-0039095","2026 Jul 22 05:00:00 PM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20737","I","B5","0226","PG COUNTY"
"24-0001563","2024 Aug 30 05:40:00 PM","Stolen Vehicle","240","Property","true","Residence/Home","Bladensburg Police","20710","I","B28","02426","BLADENSBURG"
"25-0063362","2025 Nov 12 11:00:00 PM","Stolen Vehicle","240","Property","false","Parking Lot / Garage","Prince George's County Police","20781","I","B3","0239","PG COUNTY"
"26-0000447","2026 Mar 19 12:01:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Bladensburg Police","20710","I","B28","02424","BLADENSBURG"
"25-0062367","2025 Nov 06 12:19:32 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20782","I","A5","0175","PG COUNTY"
"25-0023415","2025 May 02 03:15:46 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A3","0113","PG COUNTY"
"26-0024826","2026 May 08 07:00:00 PM","Stolen Vehicle","240","Property","false","Highway / Road / Alley","Prince George's County Police","20784","I","B5","0238","PG COUNTY"
"25-0065237","2025 Nov 21 08:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B1","0246","PG COUNTY"
"25-0056054","2025 Oct 07 10:00:49 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B1","0246","PG COUNTY"
"25-0002441","2025 Oct 20 08:48:42 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0000096","2025 Jan 18 06:00:00 AM","Stolen Vehicle","240","Property","true","Residence / Home","Bladensburg Police","20710","I","B28","02423","BLADENSBURG"
"25-0032469","2025 Jun 14 08:00:00 PM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20784","I","B2","0243","PG COUNTY"
"24-0057168","2024 Sep 26 05:00:00 PM","Stolen Vehicle","240","Property","true","Residence/Home","Prince George's County Police","20784","I","B2","0243","PG COUNTY"
"24-0002002","2024 Aug 18 05:30:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Hyattsville City Police","20782","I","B3","01643","HYATTSVILLE"
"26-0000207","2026 Jan 24 05:00:00 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Hyattsville City Police","20782","I","B5","01655","HYATTSVILLE"
"24-0001902","2024 Nov 03 11:40:00 AM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Bladensburg Police","20710","I","B2","02410","BLADENSBURG"
"25-0000785","2025 Jun 11 07:17:00 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Bladensburg Police","20710","I","B28","02652","BLADENSBURG"
"25-0030632","2025 Jun 05 06:30:40 PM","Stolen Vehicle","240","Property","false","Parking Lot / Garage","Prince George's County Police","20782","I","A2","0131","PG COUNTY"
"26-0024791","2026 May 09 11:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B4","0234","PG COUNTY"
"26-0001682","2026 Jul 06 08:00:57 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0002324","2025 Oct 06 06:21:00 PM","Stolen Vehicle","240","Property","true","Auto Dealership New/Used","Greenbelt Police","20770","I","GB1","0263","GREENBELT"
"25-0068022","2025 Dec 07 05:30:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20785","I","B2","0243","PG COUNTY"
"24-0002199","2024 Sep 13 05:30:00 PM","Stolen Vehicle","240","Property","false","Highway/Road/Alley","Hyattsville City Police","20782","I","B4","01324","HYATTSVILLE"
"25-0017356","2025 Apr 03 12:55:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B2","0243","PG COUNTY"
"24-0002820","2024 Nov 26 06:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Hyattsville City Police","20781","I","B2","01332","HYATTSVILLE"
"24-0061176","2024 Oct 14 09:10:35 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20783","I","A6","0157","PG COUNTY"
"25-0071931","2025 Dec 29 02:00:00 PM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20737","I","B5","0226","PG COUNTY"
"25-0057052","2025 Oct 13 08:00:25 AM","Stolen Vehicle","240","Property","true","Hotel / Motel","Prince George's County Police","20784","I","B1","0248","PG COUNTY"
"25-0017987","2025 Apr 05 11:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B1","0248","PG COUNTY"
"26-0043089","2026 Aug 13 02:00:00 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20737","I","B3","0225","PG COUNTY"
"24-0003001","2024 Dec 20 12:30:00 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Hyattsville City Police","20781","I","A2","01382","HYATTSVILLE"
"25-0055302","2025 Oct 04 03:00:00 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A6","0114","PG COUNTY"
"25-0038868","2025 Jul 15 10:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20737","I","B4","0235","PG COUNTY"
"25-0016040","2025 Mar 28 01:30:00 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20737","I","B4","0236","PG COUNTY"
"26-0023327","2026 May 02 04:00:43 PM","Stolen Vehicle","240","Property","false","Highway / Road / Alley","Prince George's County Police","20782","I","A2","0126","PG COUNTY"
"24-0062708","2024 Oct 21 05:00:00 AM","Stolen Vehicle","240","Property","true","Highway/Road/Alley","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"26-0008764","2026 Feb 19 08:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20912","I","A3","0124","PG COUNTY"
"25-0069592","2025 Dec 15 09:05:00 PM","Stolen Vehicle","240","Property","true","Service / Gas Station","Prince George's County Police","20781","I","B2","0255","PG COUNTY"
"26-0002347","2026 Jan 11 12:00:27 PM","Stolen Vehicle","240","Property","false","Parking Lot / Garage","Prince George's County Police","20740","I","B7","0103","PG COUNTY"
"24-0074985","2024 Dec 17 04:30:50 AM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20740","I","B7","0205","COLLEGE PARK"
"24-0064605","2024 Oct 30 03:30:00 AM","Stolen Vehicle","240","Property","true","Residence/Home","Prince George's County Police","20737","I","B3","0225","PG COUNTY"
"26-0024008","2026 May 06 11:00:35 AM","Stolen Vehicle","240","Property","false","Highway / Road / Alley","Prince George's County Police","20784","I","B2","0243","PG COUNTY"
"26-0035684","2026 Jul 05 12:50:00 AM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20781","I","B3","0239","PG COUNTY"
"25-0000272","2025 Jan 28 12:00:18 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Hyattsville City Police","20782","I","C3","01763","HYATTSVILLE"
"24-0072098","2024 Dec 02 10:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20783","I","A3","0125","PG COUNTY"
"25-0047773","2025 Aug 27 09:00:52 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20740","I","B6","0266","PG COUNTY"
"25-0007968","2025 Feb 13 09:00:12 PM","Stolen Vehicle","240","Property","false","Parking Lot / Garage","Prince George's County Police","20737","I","B3","0225","PG COUNTY"
"24-0063074","2024 Sep 23 09:00:00 AM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20740","I","B7","0204","COLLEGE PARK"
"25-0028177","2025 May 24 09:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20782","I","A5","0175","PG COUNTY"
"25-0021517","2025 Apr 23 05:30:13 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A6","0117","PG COUNTY"
"26-0011236","2026 Mar 04 06:00:00 AM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20903","I","A7","0108","PG COUNTY"
"25-0002551","2025 Nov 02 12:01:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0000850","2025 Apr 02 05:00:00 AM","Stolen Vehicle","240","Property","true","Shopping Mall","Hyattsville City Police","20782","I","C3","01763","HYATTSVILLE"
"25-0024590","2025 May 08 09:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20782","I","A5","0175","PG COUNTY"
"25-0000710","2025 Mar 21 09:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"24-0002651","2024 Oct 14 11:00:44 PM","Stolen Vehicle","240","Property","true","Highway/Road/Alley","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0066989","2025 Dec 01 05:45:00 PM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20706","I","B5","0238","PG COUNTY"
"25-0001582","2025 Jul 10 12:51:11 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"25-0000028","2025 Jan 02 06:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Hyattsville City Police","20782","I","B5","01655","HYATTSVILLE"
"24-0002136","2024 Sep 07 06:06:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Hyattsville City Police","20782","I","C3","01763","HYATTSVILLE"
"26-0038440","2026 Jul 17 02:00:00 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20912","I","A3","0124","PG COUNTY"
"24-0002551","2024 Oct 03 08:12:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Greenbelt Police","20770","I","GB2","02071","GREENBELT"
"24-0060790","2024 Oct 12 07:00:43 PM","Stolen Vehicle","240","Property","true","Highway/Road/Alley","Prince George's County Police","20783","I","A3","0124","PG COUNTY"
"26-0040773","2026 Jul 31 04:30:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20706","I","B5","0226","PG COUNTY"
"25-0000458","2025 Mar 22 11:23:00 PM","Stolen Vehicle","240","Property","true","Residence / Home","Bladensburg Police","21217","I","B28","02411","BLADENSBURG"
"25-0000809","2025 May 20 01:50:00 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Bladensburg Police","20710","I","B2","02650","BLADENSBURG"
"24-0070391","2024 Nov 23 07:00:00 AM","Stolen Vehicle","240","Property","true","Highway/Road/Alley","Prince George's County Police","20706","I","B5","0256","PG COUNTY"
"26-0029012","2026 May 31 11:00:11 PM","Stolen Vehicle","240","Property","true","Highway / Road / Alley","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"24-0059332","2024 Oct 05 09:30:00 PM","Stolen Vehicle","240","Property","false","Parking Lot/Garage","Prince George's County Police","20740","I","B7","0158","COLLEGE PARK"
"24-0072982","2024 Dec 06 06:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Prince George's County Police","20782","I","A2","0135","PG COUNTY"
"25-0000095","2025 Jan 17 01:30:00 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Bladensburg Police","20710","I","B28","02423","BLADENSBURG"
"26-0031628","2026 Jun 13 05:00:47 AM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Prince George's County Police","20782","I","A5","0175","PG COUNTY"
"25-0000664","2025 Mar 21 08:00:09 PM","Stolen Vehicle","240","Property","true","Parking Lot / Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"26-0038865","2026 Jul 22 10:30:30 AM","Stolen Vehicle","240","Property","true","Residence / Home","Prince George's County Police","20903","I","A7","0157","PG COUNTY"
"24-0002238","2024 Sep 18 12:21:00 AM","Stolen Vehicle","240","Property","true","Highway/Road/Alley","Hyattsville City Police","20782","I","B4","01324","HYATTSVILLE"
"24-0002641","2024 Nov 05 11:00:00 PM","Stolen Vehicle","240","Property","true","Parking Lot/Garage","Hyattsville City Police","20782","I","B4","01324","HYATTSVILLE"
